Station,Date,Measurement,Value,a,b,c,d
USW00014922,19380425,PRCP,0,T,,0,
USW00014922,19380426,PRCP,0,,,0,
USW00014922,19380427,PRCP,36,,,0,
USW00014922,19380428,PRCP,56,,,0,
USW00014922,19380429,PRCP,0,,,0,
USW00014922,19380430,PRCP,0,,,0,
USW00014922,19380409,SNOW,0,,,0,
USW00014922,19380410,SNOW,0,,,0,
USW00014922,19380411,SNOW,0,,,0,
USW00014922,19380412,SNOW,0,,,0,
USW00014922,19380413,SNOW,0,,,0,
USW00014922,19380414,SNOW,0,,,0,
USW00014922,19380415,SNOW,0,,,0,
USW00014922,19380416,SNOW,0,,,0,
USW00014922,19380417,SNOW,0,,,0,
USW00014922,19380418,SNOW,0,,,0,
USW00014922,19380419,SNOW,0,,,0,
USW00014922,19380420,SNOW,0,,,0,
USW00014922,19380421,SNOW,0,,,0,
USW00014922,19380422,SNOW,0,,,0,
USW00014922,19380423,SNOW,0,,,0,
USW00014922,19380424,SNOW,0,,,0,
USW00014922,19380425,SNOW,0,,,0,
USW00014922,19380426,SNOW,0,,,0,
USW00014922,19380427,SNOW,0,,,0,
USW00014922,19380428,SNOW,0,,,0,
USW00014922,19380429,SNOW,0,,,0,
USW00014922,19380430,SNOW,0,,,0,
USW00014922,19380409,SNWD,0,,,0,
USW00014922,19380410,SNWD,0,,,0,
USW00014922,19380411,SNWD,0,,,0,
USW00014922,19380412,SNWD,0,,,0,
USW00014922,19380413,SNWD,0,,,0,
USW00014922,19380414,SNWD,0,,,0,
USW00014922,19380415,SNWD,0,,,0,
USW00014922,19380416,SNWD,0,,,0,
USW00014922,19380417,SNWD,0,,,0,
USW00014922,19380418,SNWD,0,,,0,
USW00014922,19380419,SNWD,0,,,0,
USW00014922,19380420,SNWD,0,,,0,
USW00014922,19380421,SNWD,0,,,0,
USW00014922,19380422,SNWD,0,,,0,
USW00014922,19380423,SNWD,0,,,0,
USW00014922,19380424,SNWD,0,,,0,
USW00014922,19380425,SNWD,0,,,0,
USW00014922,19380426,SNWD,0,,,0,
USW00014922,19380427,SNWD,0,,,0,
USW00014922,19380428,SNWD,0,,,0,
USW00014922,19380429,SNWD,0,,,0,
USW00014922,19380430,SNWD,0,,,0,
USW00014922,19380501,TMAX,278,,,0,2400
USW00014922,19380502,TMAX,294,,,0,2400
USW00014922,19380503,TMAX,278,,,0,2400
USW00014922,19380504,TMAX,194,,,0,2400
USW00014922,19380505,TMAX,128,,,0,2400
USW00014922,19380506,TMAX,72,,,0,2400
USW00014922,19380507,TMAX,61,,,0,2400
USW00014922,19380508,TMAX,56,,,0,2400
USW00014922,19380509,TMAX,167,,,0,2400
USW00014922,19380510,TMAX,178,,,0,2400
USW00014922,19380511,TMAX,150,,,0,2400
USW00014922,19380512,TMAX,183,,,0,2400
USW00014922,19380513,TMAX,156,,,0,2400
USW00014922,19380514,TMAX,178,,,0,2400
USW00014922,19380515,TMAX,189,,,0,2400
USW00014922,19380516,TMAX,217,,,0,2400
USW00014922,19380517,TMAX,133,,,0,2400
USW00014922,19380518,TMAX,139,,,0,2400
USW00014922,19380519,TMAX,117,,,0,2400
USW00014922,19380520,TMAX,172,,,0,2400
USW00014922,19380521,TMAX,206,,,0,2400
USW00014922,19380522,TMAX,222,,,0,2400
USW00014922,19380523,TMAX,150,,,0,2400
USW00014922,19380524,TMAX,144,,,0,2400
USW00014922,19380525,TMAX,194,,,0,2400
USW00014922,19380526,TMAX,239,,,0,2400
USW00014922,19380527,TMAX,189,,,0,2400
USW00014922,19380528,TMAX,244,,,0,2400
USW00014922,19380529,TMAX,278,,,0,2400
USW00014922,19380530,TMAX,294,,,0,2400
USW00014922,19380531,TMAX,244,,,0,2400
USW00014922,19380501,TMIN,144,,,0,2400
USW00014922,19380502,TMIN,167,,,0,2400
USW00014922,19380503,TMIN,144,,,0,2400
USW00014922,19380504,TMIN,111,,,0,2400
USW00014922,19380505,TMIN,22,,,0,2400
USW00014922,19380506,TMIN,22,,,0,2400
USW00014922,19380507,TMIN,17,,,0,2400
USW00014922,19380508,TMIN,17,,,0,2400
USW00014922,19380509,TMIN,50,,,0,2400
USW00014922,19380510,TMIN,61,,,0,2400
USW00014922,19380511,TMIN,28,,,0,2400
USW00014922,19380512,TMIN,28,,,0,2400
USW00014922,19380513,TMIN,72,,,0,2400
USW00014922,19380514,TMIN,72,,,0,2400
USW00014922,19380515,TMIN,78,,,0,2400
USW00014922,19380516,TMIN,61,,,0,2400
USW00014922,19380517,TMIN,111,,,0,2400
USW00014922,19380518,TMIN,100,,,0,2400
USW00014922,19380519,TMIN,89,,,0,2400
USW00014922,19380520,TMIN,78,,,0,2400
USW00014922,19380521,TMIN,100,,,0,2400
USW00014922,19380522,TMIN,89,,,0,2400
USW00014922,19380523,TMIN,83,,,0,2400
USW00014922,19380524,TMIN,44,,,0,2400
USW00014922,19380525,TMIN,83,,,0,2400
USW00014922,19380526,TMIN,117,,,0,2400
USW00014922,19380527,TMIN,133,,,0,2400
USW00014922,19380528,TMIN,150,,,0,2400
USW00014922,19380529,TMIN,144,,,0,2400
USW00014922,19380530,TMIN,172,,,0,2400
USW00014922,19380531,TMIN,178,,,0,2400
USW00014922,19380501,PRCP,0,T,,0,
USW00014922,19380502,PRCP,3,,,0,
USW00014922,19380503,PRCP,18,,,0,
USW00014922,19380504,PRCP,221,,,0,
USW00014922,19380505,PRCP,246,,,0,
USW00014922,19380506,PRCP,3,,,0,
USW00014922,19380507,PRCP,99,,,0,
USW00014922,19380508,PRCP,307,,,0,
USW00014922,19380509,PRCP,15,,,0,
USW00014922,19380510,PRCP,5,,,0,
USW00014922,19380511,PRCP,0,,,0,
USW00014922,19380512,PRCP,0,,,0,
USW00014922,19380513,PRCP,56,,,0,
USW00014922,19380514,PRCP,10,,,0,
USW00014922,19380515,PRCP,3,,,0,
USW00014922,19380516,PRCP,3,,,0,
USW00014922,19380517,PRCP,297,,,0,
USW00014922,19380518,PRCP,254,,,0,
USW00014922,19380519,PRCP,79,,,0,
USW00014922,19380520,PRCP,0,T,,0,
USW00014922,19380521,PRCP,0,,,0,
USW00014922,19380522,PRCP,0,T,,0,
USW00014922,19380523,PRCP,0,,,0,
USW00014922,19380524,PRCP,3,,,0,
USW00014922,19380525,PRCP,0,,,0,
USW00014922,19380526,PRCP,33,,,0,
USW00014922,19380527,PRCP,76,,,0,
USW00014922,19380528,PRCP,0,T,,0,
USW00014922,19380529,PRCP,0,T,,0,
USW00014922,19380530,PRCP,0,,,0,
USW00014922,19380531,PRCP,41,,,0,
USW00014922,19380501,SNOW,0,,,0,
USW00014922,19380502,SNOW,0,,,0,
USW00014922,19380503,SNOW,0,,,0,
USW00014922,19380504,SNOW,0,,,0,
USW00014922,19380505,SNOW,0,,,0,
USW00014922,19380506,SNOW,0,,,0,
USW00014922,19380507,SNOW,0,T,,0,
USW00014922,19380508,SNOW,0,,,0,
USW00014922,19380509,SNOW,0,,,0,
USW00014922,19380510,SNOW,0,,,0,
USW00014922,19380511,SNOW,0,,,0,
USW00014922,19380512,SNOW,0,,,0,
USW00014922,19380513,SNOW,0,,,0,
USW00014922,19380514,SNOW,0,,,0,
USW00014922,19380515,SNOW,0,,,0,
USW00014922,19380516,SNOW,0,,,0,
USW00014922,19380517,SNOW,0,,,0,
USW00014922,19380518,SNOW,0,,,0,
USW00014922,19380519,SNOW,0,,,0,
USW00014922,19380520,SNOW,0,,,0,
USW00014922,19380521,SNOW,0,,,0,
USW00014922,19380522,SNOW,0,,,0,
USW00014922,19380523,SNOW,0,,,0,
USW00014922,19380524,SNOW,0,,,0,
USW00014922,19380525,SNOW,0,,,0,
USW00014922,19380526,SNOW,0,,,0,
USW00014922,19380527,SNOW,0,,,0,
USW00014922,19380528,SNOW,0,,,0,
USW00014922,19380529,SNOW,0,,,0,
USW00014922,19380530,SNOW,0,,,0,
USW00014922,19380531,SNOW,0,,,0,
USW00014922,19380501,SNWD,0,,,0,
USW00014922,19380502,SNWD,0,,,0,
USW00014922,19380503,SNWD,0,,,0,
USW00014922,19380504,SNWD,0,,,0,
USW00014922,19380505,SNWD,0,,,0,
USW00014922,19380506,SNWD,0,,,0,
USW00014922,19380507,SNWD,0,,,0,
USW00014922,19380508,SNWD,0,,,0,
USW00014922,19380509,SNWD,0,,,0,
USW00014922,19380510,SNWD,0,,,0,
USW00014922,19380511,SNWD,0,,,0,
USW00014922,19380512,SNWD,0,,,0,
USW00014922,19380513,SNWD,0,,,0,
USW00014922,19380514,SNWD,0,,,0,
USW00014922,19380515,SNWD,0,,,0,
USW00014922,19380516,SNWD,0,,,0,
USW00014922,19380517,SNWD,0,,,0,
USW00014922,19380518,SNWD,0,,,0,
USW00014922,19380519,SNWD,0,,,0,
USW00014922,19380520,SNWD,0,,,0,
USW00014922,19380521,SNWD,0,,,0,
USW00014922,19380522,SNWD,0,,,0,
USW00014922,19380523,SNWD,0,,,0,
USW00014922,19380524,SNWD,0,,,0,
USW00014922,19380525,SNWD,0,,,0,
USW00014922,19380526,SNWD,0,,,0,
USW00014922,19380527,SNWD,0,,,0,
USW00014922,19380528,SNWD,0,,,0,
USW00014922,19380529,SNWD,0,,,0,
USW00014922,19380530,SNWD,0,,,0,
USW00014922,19380531,SNWD,0,,,0,
USW00014922,19380601,TMAX,244,,,0,2400
USW00014922,19380602,TMAX,256,,,0,2400
USW00014922,19380603,TMAX,228,,,0,2400
USW00014922,19380604,TMAX,222,,,0,2400
USW00014922,19380605,TMAX,289,,,0,2400
USW00014922,19380606,TMAX,228,,,0,2400
USW00014922,19380607,TMAX,200,,,0,2400
USW00014922,19380608,TMAX,239,,,0,2400
USW00014922,19380609,TMAX,267,,,0,2400
USW00014922,19380610,TMAX,206,,,0,2400
USW00014922,19380611,TMAX,217,,,0,2400
USW00014922,19380612,TMAX,244,,,0,2400
USW00014922,19380613,TMAX,244,,,0,2400
USW00014922,19380614,TMAX,311,,,0,2400
USW00014922,19380615,TMAX,233,,,0,2400
USW00014922,19380616,TMAX,178,,,0,2400
USW00014922,19380617,TMAX,261,,,0,2400
USW00014922,19380618,TMAX,283,,,0,2400
USW00014922,19380619,TMAX,294,,,0,2400
USW00014922,19380620,TMAX,300,,,0,2400
USW00014922,19380621,TMAX,328,,,0,2400
USW00014922,19380622,TMAX,344,,,0,2400
USW00014922,19380623,TMAX,328,,,0,2400
USW00014922,19380624,TMAX,294,,,0,2400
USW00014922,19380625,TMAX,233,,,0,2400
USW00014922,19380626,TMAX,244,,,0,2400
USW00014922,19380627,TMAX,256,,,0,2400
USW00014922,19380628,TMAX,244,,,0,2400
USW00014922,19380629,TMAX,200,,,0,2400
USW00014922,19380630,TMAX,283,,,0,2400
USW00014922,19380601,TMIN,161,,,0,2400
USW00014922,19380602,TMIN,111,,,0,2400
USW00014922,19380603,TMIN,161,,,0,2400
USW00014922,19380604,TMIN,128,,,0,2400
USW00014922,19380605,TMIN,106,,,0,2400
USW00014922,19380606,TMIN,117,,,0,2400
USW00014922,19380607,TMIN,72,,,0,2400
USW00014922,19380608,TMIN,78,,,0,2400
USW00014922,19380609,TMIN,144,,,0,2400
USW00014922,19380610,TMIN,128,,,0,2400
USW00014922,19380611,TMIN,128,,,0,2400
USW00014922,19380612,TMIN,106,,,0,2400
USW00014922,19380613,TMIN,139,,,0,2400
USW00014922,19380614,TMIN,167,,,0,2400
USW00014922,19380615,TMIN,139,,,0,2400
USW00014922,19380616,TMIN,128,,,0,2400
USW00014922,19380617,TMIN,106,,,0,2400
USW00014922,19380618,TMIN,139,,,0,2400
USW00014922,19380619,TMIN,161,,,0,2400
USW00014922,19380620,TMIN,172,,,0,2400
USW00014922,19380621,TMIN,189,,,0,2400
USW00014922,19380622,TMIN,200,,,0,2400
USW00014922,19380623,TMIN,211,,,0,2400
USW00014922,19380624,TMIN,183,,,0,2400
USW00014922,19380625,TMIN,156,,,0,2400
USW00014922,19380626,TMIN,139,,,0,2400
USW00014922,19380627,TMIN,133,,,0,2400
USW00014922,19380628,TMIN,150,,,0,2400
USW00014922,19380629,TMIN,150,,,0,2400
USW00014922,19380630,TMIN,167,,,0,2400
USW00014922,19380601,PRCP,3,,,0,
USW00014922,19380602,PRCP,0,,,0,
USW00014922,19380603,PRCP,23,,,0,
USW00014922,19380604,PRCP,0,,,0,
USW00014922,19380605,PRCP,0,,,0,
USW00014922,19380606,PRCP,0,T,,0,
USW00014922,19380607,PRCP,0,,,0,
USW00014922,19380608,PRCP,0,,,0,
USW00014922,19380609,PRCP,0,,,0,
USW00014922,19380610,PRCP,185,,,0,
USW00014922,19380611,PRCP,0,,,0,
USW00014922,19380612,PRCP,0,,,0,
USW00014922,19380613,PRCP,28,,,0,
USW00014922,19380614,PRCP,3,,,0,
USW00014922,19380615,PRCP,251,,,0,
USW00014922,19380616,PRCP,0,T,,0,
USW00014922,19380617,PRCP,0,,,0,
USW00014922,19380618,PRCP,0,,,0,
USW00014922,19380619,PRCP,0,,,0,
USW00014922,19380620,PRCP,0,,,0,
USW00014922,19380621,PRCP,0,,,0,
USW00014922,19380622,PRCP,0,,,0,
USW00014922,19380623,PRCP,38,,,0,
USW00014922,19380624,PRCP,130,,,0,
USW00014922,19380625,PRCP,15,,,0,
USW00014922,19380626,PRCP,0,,,0,
USW00014922,19380627,PRCP,0,,,0,
USW00014922,19380628,PRCP,0,,,0,
USW00014922,19380629,PRCP,0,T,,0,
USW00014922,19380630,PRCP,76,,,0,
USW00014922,19380601,SNOW,0,,,0,
USW00014922,19380602,SNOW,0,,,0,
USW00014922,19380603,SNOW,0,,,0,
USW00014922,19380604,SNOW,0,,,0,
USW00014922,19380605,SNOW,0,,,0,
USW00014922,19380606,SNOW,0,,,0,
USW00014922,19380607,SNOW,0,,,0,
USW00014922,19380608,SNOW,0,,,0,
USW00014922,19380609,SNOW,0,,,0,
USW00014922,19380610,SNOW,0,,,0,
USW00014922,19380611,SNOW,0,,,0,
USW00014922,19380612,SNOW,0,,,0,
USW00014922,19380613,SNOW,0,,,0,
USW00014922,19380614,SNOW,0,,,0,
USW00014922,19380615,SNOW,0,,,0,
USW00014922,19380616,SNOW,0,,,0,
USW00014922,19380617,SNOW,0,,,0,
USW00014922,19380618,SNOW,0,,,0,
USW00014922,19380619,SNOW,0,,,0,
USW00014922,19380620,SNOW,0,,,0,
USW00014922,19380621,SNOW,0,,,0,
USW00014922,19380622,SNOW,0,,,0,
USW00014922,19380623,SNOW,0,,,0,
USW00014922,19380624,SNOW,0,,,0,
USW00014922,19380625,SNOW,0,,,0,
USW00014922,19380626,SNOW,0,,,0,
USW00014922,19380627,SNOW,0,,,0,
USW00014922,19380628,SNOW,0,,,0,
USW00014922,19380629,SNOW,0,,,0,
USW00014922,19380630,SNOW,0,,,0,
USW00014922,19380601,SNWD,0,,,0,
USW00014922,19380602,SNWD,0,,,0,
USW00014922,19380603,SNWD,0,,,0,
USW00014922,19380604,SNWD,0,,,0,
USW00014922,19380605,SNWD,0,,,0,
USW00014922,19380606,SNWD,0,,,0,
USW00014922,19380607,SNWD,0,,,0,
USW00014922,19380608,SNWD,0,,,0,
USW00014922,19380609,SNWD,0,,,0,
USW00014922,19380610,SNWD,0,,,0,
USW00014922,19380611,SNWD,0,,,0,
USW00014922,19380612,SNWD,0,,,0,
USW00014922,19380613,SNWD,0,,,0,
USW00014922,19380614,SNWD,0,,,0,
USW00014922,19380615,SNWD,0,,,0,
USW00014922,19380616,SNWD,0,,,0,
USW00014922,19380617,SNWD,0,,,0,
USW00014922,19380618,SNWD,0,,,0,
USW00014922,19380619,SNWD,0,,,0,
USW00014922,19380620,SNWD,0,,,0,
USW00014922,19380621,SNWD,0,,,0,
USW00014922,19380622,SNWD,0,,,0,
USW00014922,19380623,SNWD,0,,,0,
USW00014922,19380624,SNWD,0,,,0,
USW00014922,19380625,SNWD,0,,,0,
USW00014922,19380626,SNWD,0,,,0,
USW00014922,19380627,SNWD,0,,,0,
USW00014922,19380628,SNWD,0,,,0,
USW00014922,19380629,SNWD,0,,,0,
USW00014922,19380630,SNWD,0,,,0,
USW00014922,19380701,TMAX,261,,,0,2400
USW00014922,19380702,TMAX,311,,,0,2400
USW00014922,19380703,TMAX,294,,,0,2400
USW00014922,19380704,TMAX,306,,,0,2400
USW00014922,19380705,TMAX,311,,,0,2400
USW00014922,19380706,TMAX,300,,,0,2400
USW00014922,19380707,TMAX,278,,,0,2400
USW00014922,19380708,TMAX,278,,,0,2400
USW00014922,19380709,TMAX,294,,,0,2400
USW00014922,19380710,TMAX,272,,,0,2400
USW00014922,19380711,TMAX,306,,,0,2400
USW00014922,19380712,TMAX,350,,,0,2400
USW00014922,19380713,TMAX,283,,,0,2400
USW00014922,19380714,TMAX,250,,,0,2400
USW00014922,19380715,TMAX,300,,,0,2400
USW00014922,19380716,TMAX,283,,,0,2400
USW00014922,19380717,TMAX,294,,,0,2400
USW00014922,19380718,TMAX,328,,,0,2400
USW00014922,19380719,TMAX,256,,,0,2400
USW00014922,19380720,TMAX,278,,,0,2400
USW00014922,19380721,TMAX,256,,,0,2400
USW00014922,19380722,TMAX,244,,,0,2400
USW00014922,19380723,TMAX,267,,,0,2400
USW00014922,19380724,TMAX,317,,,0,2400
USW00014922,19380725,TMAX,261,,,0,2400
USW00014922,19380726,TMAX,261,,,0,2400
USW00014922,19380727,TMAX,267,,,0,2400
USW00014922,19380728,TMAX,294,,,0,2400
USW00014922,19380729,TMAX,322,,,0,2400
USW00014922,19380730,TMAX,211,,,0,2400
USW00014922,19380731,TMAX,294,,,0,2400
USW00014922,19380701,TMIN,206,,,0,2400
USW00014922,19380702,TMIN,211,,,0,2400
USW00014922,19380703,TMIN,206,,,0,2400
USW00014922,19380704,TMIN,194,,,0,2400
USW00014922,19380705,TMIN,200,,,0,2400
USW00014922,19380706,TMIN,200,,,0,2400
USW00014922,19380707,TMIN,183,,,0,2400
USW00014922,19380708,TMIN,172,,,0,2400
USW00014922,19380709,TMIN,161,,,0,2400
USW00014922,19380710,TMIN,167,,,0,2400
USW00014922,19380711,TMIN,178,,,0,2400
USW00014922,19380712,TMIN,211,,,0,2400
USW00014922,19380713,TMIN,206,,,0,2400
USW00014922,19380714,TMIN,172,,,0,2400
USW00014922,19380715,TMIN,150,,,0,2400
USW00014922,19380716,TMIN,200,,,0,2400
USW00014922,19380717,TMIN,156,,,0,2400
USW00014922,19380718,TMIN,150,,,0,2400
USW00014922,19380719,TMIN,183,,,0,2400
USW00014922,19380720,TMIN,144,,,0,2400
USW00014922,19380721,TMIN,156,,,0,2400
USW00014922,19380722,TMIN,150,,,0,2400
USW00014922,19380723,TMIN,133,,,0,2400
USW00014922,19380724,TMIN,178,,,0,2400
USW00014922,19380725,TMIN,172,,,0,2400
USW00014922,19380726,TMIN,178,,,0,2400
USW00014922,19380727,TMIN,167,,,0,2400
USW00014922,19380728,TMIN,144,,,0,2400
USW00014922,19380729,TMIN,161,,,0,2400
USW00014922,19380730,TMIN,178,,,0,2400
USW00014922,19380731,TMIN,178,,,0,2400
USW00014922,19380701,PRCP,0,T,,0,
USW00014922,19380702,PRCP,0,T,,0,
USW00014922,19380703,PRCP,0,T,,0,
USW00014922,19380704,PRCP,216,,,0,
USW00014922,19380705,PRCP,114,,,0,
USW00014922,19380706,PRCP,130,,,0,
USW00014922,19380707,PRCP,18,,,0,
USW00014922,19380708,PRCP,36,,,0,
USW00014922,19380709,PRCP,130,,,0,
USW00014922,19380710,PRCP,0,T,,0,
USW00014922,19380711,PRCP,0,,,0,
USW00014922,19380712,PRCP,0,,,0,
USW00014922,19380713,PRCP,0,,,0,
USW00014922,19380714,PRCP,0,,,0,
USW00014922,19380715,PRCP,0,,,0,
USW00014922,19380716,PRCP,0,,,0,
USW00014922,19380717,PRCP,0,,,0,
USW00014922,19380718,PRCP,5,,,0,
USW00014922,19380719,PRCP,0,,,0,
USW00014922,19380720,PRCP,0,,,0,
USW00014922,19380721,PRCP,0,T,,0,
USW00014922,19380722,PRCP,79,,,0,
USW00014922,19380723,PRCP,0,,,0,
USW00014922,19380724,PRCP,0,T,,0,
USW00014922,19380725,PRCP,3,,,0,
USW00014922,19380726,PRCP,10,,,0,
USW00014922,19380727,PRCP,0,T,,0,
USW00014922,19380728,PRCP,0,,,0,
USW00014922,19380729,PRCP,0,T,,0,
USW00014922,19380730,PRCP,114,,,0,
USW00014922,19380731,PRCP,0,,,0,
USW00014922,19380701,SNOW,0,,,0,
USW00014922,19380702,SNOW,0,,,0,
USW00014922,19380703,SNOW,0,,,0,
USW00014922,19380704,SNOW,0,,,0,
USW00014922,19380705,SNOW,0,,,0,
USW00014922,19380706,SNOW,0,,,0,
USW00014922,19380707,SNOW,0,,,0,
USW00014922,19380708,SNOW,0,,,0,
USW00014922,19380709,SNOW,0,,,0,
USW00014922,19380710,SNOW,0,,,0,
USW00014922,19380711,SNOW,0,,,0,
USW00014922,19380712,SNOW,0,,,0,
USW00014922,19380713,SNOW,0,,,0,
USW00014922,19380714,SNOW,0,,,0,
USW00014922,19380715,SNOW,0,,,0,
USW00014922,19380716,SNOW,0,,,0,
USW00014922,19380717,SNOW,0,,,0,
USW00014922,19380718,SNOW,0,,,0,
USW00014922,19380719,SNOW,0,,,0,
USW00014922,19380720,SNOW,0,,,0,
USW00014922,19380721,SNOW,0,,,0,
USW00014922,19380722,SNOW,0,,,0,
USW00014922,19380723,SNOW,0,,,0,
USW00014922,19380724,SNOW,0,,,0,
USW00014922,19380725,SNOW,0,,,0,
USW00014922,19380726,SNOW,0,,,0,
USW00014922,19380727,SNOW,0,,,0,
USW00014922,19380728,SNOW,0,,,0,
USW00014922,19380729,SNOW,0,,,0,
USW00014922,19380730,SNOW,0,,,0,
USW00014922,19380731,SNOW,0,,,0,
USW00014922,19380701,SNWD,0,,,0,
USW00014922,19380702,SNWD,0,,,0,
USW00014922,19380703,SNWD,0,,,0,
USW00014922,19380704,SNWD,0,,,0,
USW00014922,19380705,SNWD,0,,,0,
USW00014922,19380706,SNWD,0,,,0,
USW00014922,19380707,SNWD,0,,,0,
USW00014922,19380708,SNWD,0,,,0,
USW00014922,19380709,SNWD,0,,,0,
USW00014922,19380710,SNWD,0,,,0,
USW00014922,19380711,SNWD,0,,,0,
USW00014922,19380712,SNWD,0,,,0,
USW00014922,19380713,SNWD,0,,,0,
USW00014922,19380714,SNWD,0,,,0,
USW00014922,19380715,SNWD,0,,,0,
USW00014922,19380716,SNWD,0,,,0,
USW00014922,19380717,SNWD,0,,,0,
USW00014922,19380718,SNWD,0,,,0,
USW00014922,19380719,SNWD,0,,,0,
USW00014922,19380720,SNWD,0,,,0,
USW00014922,19380721,SNWD,0,,,0,
USW00014922,19380722,SNWD,0,,,0,
USW00014922,19380723,SNWD,0,,,0,
USW00014922,19380724,SNWD,0,,,0,
USW00014922,19380725,SNWD,0,,,0,
USW00014922,19380726,SNWD,0,,,0,
USW00014922,19380727,SNWD,0,,,0,
USW00014922,19380728,SNWD,0,,,0,
USW00014922,19380729,SNWD,0,,,0,
USW00014922,19380730,SNWD,0,,,0,
USW00014922,19380731,SNWD,0,,,0,
USW00014922,19380801,TMAX,344,,,0,2400
USW00014922,19380802,TMAX,350,,,0,2400
USW00014922,19380803,TMAX,306,,,0,2400
USW00014922,19380804,TMAX,328,,,0,2400
USW00014922,19380805,TMAX,306,,,0,2400
USW00014922,19380806,TMAX,328,,,0,2400
USW00014922,19380807,TMAX,311,,,0,2400
USW00014922,19380808,TMAX,322,,,0,2400
USW00014922,19380809,TMAX,272,,,0,2400
USW00014922,19380810,TMAX,272,,,0,2400
USW00014922,19380811,TMAX,261,,,0,2400
USW00014922,19380812,TMAX,294,,,0,2400
USW00014922,19380813,TMAX,339,,,0,2400
USW00014922,19380814,TMAX,344,,,0,2400
USW00014922,19380815,TMAX,267,,,0,2400
USW00014922,19380816,TMAX,261,,,0,2400
USW00014922,19380817,TMAX,306,,,0,2400
USW00014922,19380818,TMAX,300,,,0,2400
USW00014922,19380819,TMAX,328,,,0,2400
USW00014922,19380820,TMAX,244,,,0,2400
USW00014922,19380821,TMAX,306,,,0,2400
USW00014922,19380822,TMAX,311,,,0,2400
USW00014922,19380823,TMAX,300,,,0,2400
USW00014922,19380824,TMAX,256,,,0,2400
USW00014922,19380825,TMAX,256,,,0,2400
USW00014922,19380826,TMAX,233,,,0,2400
USW00014922,19380827,TMAX,300,,,0,2400
USW00014922,19380828,TMAX,294,,,0,2400
USW00014922,19380829,TMAX,261,,,0,2400
USW00014922,19380830,TMAX,250,,,0,2400
USW00014922,19380831,TMAX,261,,,0,2400
USW00014922,19380801,TMIN,194,,,0,2400
USW00014922,19380802,TMIN,228,,,0,2400
USW00014922,19380803,TMIN,194,,,0,2400
USW00014922,19380804,TMIN,150,,,0,2400
USW00014922,19380805,TMIN,172,,,0,2400
USW00014922,19380806,TMIN,206,,,0,2400
USW00014922,19380807,TMIN,189,,,0,2400
USW00014922,19380808,TMIN,222,,,0,2400
